City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
88,kodiak,US,57.79,-152.4072,47.71,81,20,6.91,few clouds
89,vao,NC,-22.6667,167.4833,73.47,83,20,12.39,few clouds
90,kamenka,RU,51.3223,42.7678,84.72,26,9,10.0,clear sky
91,borovoy,RU,55.4333,86.0833,69.08,60,0,4.47,clear sky
92,necochea,AR,-38.5473,-58.7368,49.55,60,100,8.57,light rain
93,upernavik,GL,72.7868,-56.1549,40.8,91,73,9.75,broken clouds
94,souillac,MU,-20.5167,57.5167,71.98,78,75,11.5,light rain
95,saint-joseph,RE,-21.3667,55.6167,70.18,72,48,3.4,scattered clouds
96,abu samrah,SY,35.3029,37.1841,96.48,18,0,18.9,clear sky
97,port blair,IN,11.6667,92.75,82.44,83,100,12.66,mist
98,hovd,MN,48.0056,91.6419,65.55,36,100,8.3,overcast clouds
99,barcelos,PT,41.5388,-8.6151,85.91,56,7,8.03,clear sky
100,jaciara,BR,-15.9653,-54.9683,93.36,18,97,5.08,overcast clouds
101,muscat,OM,23.6139,58.5922,87.82,69,92,7.76,overcast clouds
102,port hardy,CA,50.6996,-127.4199,55.58,94,100,0.0,overcast clouds
103,ilulissat,GL,69.2167,-51.1,46.42,93,75,4.61,light intensity drizzle
104,castro,BR,-24.7911,-50.0119,64.4,69,98,6.11,moderate rain
105,hilo,US,19.7297,-155.09,76.28,96,100,4.61,overcast clouds
106,mar del plata,AR,-38.0023,-57.5575,50.09,77,0,4.61,clear sky
107,avarua,CK,-21.2078,-159.775,73.45,78,75,13.8,broken clouds
108,meulaboh,ID,4.1363,96.1285,79.45,75,94,1.36,overcast clouds
109,kumba,CM,4.6363,9.4469,78.44,83,72,4.27,moderate rain
110,victoria,HK,22.2855,114.1577,84.33,92,63,5.01,broken clouds
111,katherine,AU,-14.4667,132.2667,80.92,57,75,0.0,broken clouds
112,puerto lopez,CO,4.0845,-72.956,71.24,98,100,5.3,light rain
113,kruisfontein,ZA,-34.0033,24.7314,57.25,82,77,11.21,light rain
114,impfondo,CG,1.6381,18.0667,83.55,61,99,2.77,overcast clouds
115,jumla,NP,29.2747,82.1838,63.63,97,99,2.35,overcast clouds
116,ovruch,UA,51.3246,28.8035,82.17,49,64,3.11,broken clouds
117,peniche,PT,39.3558,-9.3811,76.44,74,46,11.03,scattered clouds
118,marquette,US,46.5333,-87.6335,75.16,78,98,9.75,overcast clouds
119,cascais,PT,38.6979,-9.4215,76.96,66,20,13.0,few clouds
120,hervey bay,AU,-25.2986,152.8535,62.38,81,91,9.15,overcast clouds
121,hithadhoo,MV,-0.6,73.0833,82.9,72,50,12.17,scattered clouds
122,pangkalanbuun,ID,-2.6833,111.6167,73.87,89,73,1.79,broken clouds
123,khatanga,RU,71.9667,102.5,58.41,77,26,4.09,scattered clouds
124,iwanai,JP,42.9744,140.5089,64.24,86,99,6.42,overcast clouds
125,mastung,PK,29.7994,66.845,79.61,54,31,7.52,scattered clouds
126,touros,BR,-5.1989,-35.4608,83.23,64,82,17.34,broken clouds
127,ahuimanu,US,21.4447,-157.8378,75.36,89,20,5.75,light rain
128,nadym,RU,65.5333,72.5167,65.66,66,89,13.02,overcast clouds
129,gibsons,CA,49.3997,-123.5027,68.81,57,5,3.2,clear sky
130,cherskiy,RU,68.75,161.3,47.97,69,36,6.33,scattered clouds
131,severo-kurilsk,RU,50.6789,156.125,53.01,94,100,9.86,overcast clouds
132,asau,RO,46.4333,26.4,83.32,52,100,5.44,overcast clouds
133,aksu,CN,41.1231,80.2644,71.19,58,55,3.8,broken clouds
134,karonga,MW,-9.9333,33.9333,75.69,54,9,8.84,clear sky
135,chuy,UY,-33.6971,-53.4616,52.56,67,99,4.61,overcast clouds
136,chokurdakh,RU,70.6333,147.9167,37.69,94,100,8.77,overcast clouds
137,saint-philippe,RE,-21.3585,55.7679,71.19,71,48,6.24,scattered clouds
138,nanortalik,GL,60.1432,-45.2371,44.26,98,99,8.52,overcast clouds
139,provideniya,RU,64.3833,-173.3,46.8,88,62,5.41,broken clouds
140,gerede,TR,40.8008,32.1969,71.01,64,10,8.48,clear sky
141,whitianga,NZ,-36.8333,175.7,55.65,93,100,9.15,moderate rain
142,evensk,RU,61.95,159.2333,51.4,99,100,7.74,overcast clouds
143,tiksi,RU,71.6872,128.8694,39.13,90,100,15.79,overcast clouds
144,ambilobe,MG,-13.2,49.05,74.73,59,86,4.23,overcast clouds
145,tilichiki,RU,60.4667,166.1,51.44,93,96,4.32,overcast clouds
146,alexandria,EG,31.2156,29.9553,87.76,55,20,10.36,few clouds
147,media luna,CU,20.1419,-77.435,86.97,59,53,10.76,broken clouds
148,nishiwaki,JP,34.9833,134.9667,83.59,87,12,2.77,few clouds
149,sobolevo,RU,54.4299,31.8996,79.02,66,2,7.36,clear sky
150,lalmohan,BD,22.3384,90.7419,84.06,80,85,16.64,heavy intensity rain
151,jamestown,US,42.097,-79.2353,82.02,68,40,8.05,scattered clouds
152,cayenne,GF,4.9333,-52.3333,89.64,18,40,6.91,scattered clouds
153,yar-sale,RU,66.8333,70.8333,61.68,68,94,10.65,overcast clouds
154,tiarei,PF,-17.5333,-149.3333,71.62,80,77,24.58,light rain
155,bilma,NE,18.6853,12.9164,106.95,12,7,6.58,clear sky
156,maceio,BR,-9.6658,-35.7353,78.24,78,100,5.75,overcast clouds
157,kununurra,AU,-15.7667,128.7333,67.98,73,4,1.14,clear sky
158,hofn,IS,64.2539,-15.2082,53.73,88,100,5.14,overcast clouds
159,salalah,OM,17.0151,54.0924,78.89,89,100,3.44,overcast clouds
160,gashua,NG,12.871,11.0482,94.41,37,29,7.7,scattered clouds
161,geraldton,AU,-28.7667,114.6,50.41,87,75,10.36,broken clouds
162,berlevag,NO,70.8578,29.0864,60.8,71,100,12.66,overcast clouds
163,shenjiamen,CN,29.9576,122.298,82.47,88,2,14.38,clear sky
164,chupa,RU,66.27,33.0549,69.04,84,98,15.59,overcast clouds
165,prachuap khiri khan,TH,12.2167,99.75,80.58,85,100,5.91,overcast clouds
166,norman wells,CA,65.282,-126.8329,59.04,94,100,9.22,light rain
167,padang,ID,-0.9492,100.3543,78.48,86,93,3.36,light rain
168,ancud,CL,-41.8697,-73.8203,44.22,70,100,9.31,overcast clouds
169,puerto ayora,EC,-0.7393,-90.3518,71.56,91,94,10.0,overcast clouds
170,grindavik,IS,63.8424,-22.4338,57.15,94,75,13.8,mist
171,fort nelson,CA,58.8053,-122.7002,60.39,82,75,3.44,broken clouds
172,pitimbu,BR,-7.4706,-34.8086,82.99,70,39,13.89,scattered clouds
173,airai,TL,-8.9266,125.4092,58.6,96,98,2.8,overcast clouds
174,talnakh,RU,69.4865,88.3972,60.21,95,100,1.12,light rain
175,boyolangu,ID,-8.1181,111.8935,73.74,93,98,4.63,overcast clouds
176,paamiut,GL,61.994,-49.6678,43.79,95,100,11.23,overcast clouds
177,kawalu,ID,-7.3817,108.2082,72.36,91,74,1.36,broken clouds
178,lagoa,PT,39.05,-27.9833,75.51,79,30,10.11,scattered clouds
179,katsuura,JP,35.1333,140.3,75.56,84,69,5.57,broken clouds
180,yakeshi,CN,49.2833,120.7333,57.81,63,100,5.44,overcast clouds
181,portland,US,45.5234,-122.6762,63.25,83,0,3.0,clear sky
182,port pirie,AU,-33.1833,138.0167,47.61,90,1,5.44,clear sky
183,farsund,NO,58.0948,6.8047,61.95,14,13,19.51,few clouds
184,tual,ID,-5.6667,132.75,80.26,81,93,7.18,moderate rain
185,ostrovnoy,RU,68.0531,39.5131,71.74,62,99,19.75,overcast clouds
186,cabo san lucas,MX,22.8909,-109.9124,87.51,61,50,5.82,scattered clouds
187,palana,RU,59.1167,159.9667,46.74,92,18,8.63,few clouds
188,khovu-aksy,RU,51.1333,93.6,50.14,51,0,1.97,clear sky
189,buala,SB,-8.145,159.5921,79.18,83,100,4.47,overcast clouds
190,lakota,CI,5.8528,-5.6883,88.29,41,22,4.79,few clouds
191,tandil,AR,-37.3217,-59.1332,43.68,64,100,7.52,overcast clouds
192,demmin,DE,53.9076,13.0314,68.38,34,10,14.97,clear sky
193,manuk mangkaw,PH,4.8,119.85,81.19,78,100,8.05,light rain
194,san patricio,US,28.017,-97.5169,87.91,52,75,6.96,broken clouds
195,high level,CA,58.5169,-117.136,53.71,94,100,3.44,overcast clouds
196,tekeli,KZ,44.83,78.8239,66.29,43,67,7.11,broken clouds
197,urengoy,RU,65.9667,78.3667,61.5,75,53,7.0,broken clouds
198,balvi,LV,57.1313,27.2658,59.85,93,100,8.48,overcast clouds
199,vyartsilya,RU,62.1764,30.693,68.61,100,100,13.62,moderate rain
200,caluquembe,AO,-13.7833,14.6833,82.38,11,0,7.81,clear sky
201,atherton,GB,53.5237,-2.4935,70.9,58,49,8.01,scattered clouds
202,camopi,GF,3.1655,-52.3158,88.7,45,92,4.63,overcast clouds
203,auki,SB,-8.7676,160.7034,76.51,88,74,4.83,broken clouds
204,lavrentiya,RU,65.5833,-171.0,42.71,88,90,3.51,overcast clouds
205,poya,NC,-21.35,165.15,71.73,90,35,3.47,scattered clouds
206,santa isabel,BR,-23.3156,-46.2214,63.7,61,92,7.23,overcast clouds
207,nishihara,JP,26.1842,127.7558,83.48,79,20,4.61,few clouds
208,lebu,CL,-37.6167,-73.65,49.95,93,100,4.38,moderate rain
209,havoysund,NO,70.9963,24.6622,62.83,65,84,13.78,broken clouds
210,tambura,SS,5.6,27.4667,78.58,79,92,4.68,light rain
211,nemuro,JP,43.3236,145.575,60.24,88,100,9.48,overcast clouds
212,lipari,IT,38.4674,14.954,89.33,58,0,7.27,clear sky
213,almaznyy,RU,48.0448,40.045,87.87,22,30,9.6,scattered clouds
214,badarwas,IN,24.9667,77.5667,83.21,73,86,5.39,overcast clouds
215,narragansett,US,41.4501,-71.4495,88.41,64,40,13.8,haze
216,maarianhamina,AX,60.0973,19.9348,60.66,55,0,16.11,clear sky
217,sativasur,CO,6.0936,-72.7122,58.75,76,100,3.51,heavy intensity rain
218,qaanaaq,GL,77.484,-69.3632,41.49,58,100,3.15,overcast clouds
219,kushima,JP,31.4583,131.2333,79.43,90,6,5.06,clear sky
220,omboue,GA,-1.5746,9.2618,77.16,66,28,14.2,scattered clouds
221,kaitangata,NZ,-46.2817,169.8464,45.57,84,89,6.17,overcast clouds
222,broome,US,42.2506,-75.833,84.47,77,0,8.05,clear sky
223,pokhara,NP,28.2333,83.9833,74.41,90,100,1.88,overcast clouds
224,bulembu,SZ,-25.9667,31.1333,71.33,37,14,4.18,few clouds
225,port macquarie,AU,-31.4333,152.9167,50.88,71,1,7.49,clear sky
226,muisne,EC,0.6,-80.0333,76.82,79,100,8.1,overcast clouds
227,flin flon,CA,54.7682,-101.865,57.04,82,20,6.91,few clouds
228,sault sainte marie,CA,46.5168,-84.3333,75.76,82,75,5.75,broken clouds
229,ambon,ID,-3.6954,128.1814,77.23,15,40,2.3,scattered clouds
230,ulaangom,MN,49.9811,92.0667,60.46,43,1,0.89,clear sky
231,lodja,CD,-3.4833,23.4333,96.85,19,21,0.76,few clouds
232,moratuwa,LK,6.773,79.8816,80.62,88,100,6.64,overcast clouds
233,faya,SA,18.3851,42.4509,71.71,55,97,2.46,light rain
234,sur,OM,22.5667,59.5289,85.98,72,53,1.19,broken clouds
235,tanete,ID,-3.9443,119.7848,72.63,90,92,2.42,overcast clouds
236,goderich,CA,43.7501,-81.7165,79.92,83,0,9.22,clear sky
237,tuzha,RU,57.6062,47.936,77.09,62,30,4.41,scattered clouds
238,isangel,VU,-19.55,169.2667,73.89,85,7,8.03,clear sky
239,buchanan,LR,5.8808,-10.0467,80.1,70,88,11.43,overcast clouds
240,haicheng,CN,40.8516,122.7475,77.2,90,77,7.31,broken clouds
241,manicore,BR,-5.8092,-61.3003,94.57,38,7,2.75,clear sky
242,vung tau,VN,10.346,107.0843,79.68,83,100,14.25,overcast clouds
243,walvis bay,NA,-22.9575,14.5053,61.75,72,75,4.61,broken clouds
244,george,ZA,-33.963,22.4617,56.75,82,75,10.36,broken clouds
245,san andres,CO,12.5847,-81.7006,84.22,79,40,13.8,scattered clouds
246,scottsbluff,US,41.8666,-103.6672,66.43,68,100,6.91,overcast clouds
247,mehamn,NO,71.0357,27.8492,60.75,51,100,11.5,overcast clouds
248,luderitz,NA,-26.6481,15.1594,67.91,47,100,11.52,overcast clouds
249,vardo,NO,70.3705,31.1107,53.58,82,100,5.75,overcast clouds
250,manakara,MG,-22.1333,48.0167,68.63,85,1,7.38,clear sky
251,benalla,AU,-36.55,145.9833,45.86,94,94,3.24,overcast clouds
252,ahipara,NZ,-35.1667,173.1667,59.04,93,100,10.49,moderate rain
253,algiers,DZ,36.7525,3.042,85.82,58,20,18.41,few clouds
254,constitucion,CL,-35.3333,-72.4167,53.49,93,100,12.39,overcast clouds
255,mastic beach,US,40.7668,-72.8521,88.56,74,0,9.22,clear sky
256,ternate,ID,0.8,127.4,79.79,81,98,1.74,overcast clouds
257,lukovetskiy,RU,64.2956,41.9211,81.84,45,0,8.43,clear sky
258,sao joao da barra,BR,-21.6403,-41.0511,75.29,65,100,11.01,overcast clouds
259,vestmannaeyjar,IS,63.4427,-20.2734,54.59,94,100,8.05,mist
260,payson,US,40.0444,-111.7321,75.54,61,1,5.01,clear sky
261,new norfolk,AU,-42.7826,147.0587,42.3,91,100,1.43,overcast clouds
262,san joaquin,US,37.9333,-121.3011,66.33,82,0,5.75,clear sky
263,griffith,US,41.5284,-87.4237,85.89,78,0,6.91,clear sky
264,kahului,US,20.8947,-156.47,77.85,73,0,3.0,clear sky
265,gravelbourg,CA,49.8834,-106.5512,50.27,63,86,4.65,overcast clouds
266,sao sebastiao do cai,BR,-29.5867,-51.3756,63.18,53,53,5.5,broken clouds
267,axim,GH,4.8699,-2.2405,79.03,65,11,10.25,few clouds
268,bathsheba,BB,13.2167,-59.5167,86.61,88,40,17.27,scattered clouds
269,along,IN,28.1667,94.7667,77.54,98,76,1.25,broken clouds
270,oussouye,SN,12.485,-16.5469,84.45,68,99,10.04,light rain
271,mahon,ES,39.8885,4.2658,91.96,43,0,16.11,clear sky
272,dingle,PH,10.9995,122.6711,75.9,92,100,1.23,overcast clouds
273,zapolyarnyy,RU,69.4154,30.8136,51.08,96,100,12.71,light rain
274,surt,LY,31.2089,16.5887,84.72,57,0,12.77,clear sky
275,show low,US,34.2542,-110.0298,72.01,51,0,0.0,clear sky
276,kudahuvadhoo,MV,2.6708,72.8944,82.53,78,86,13.89,overcast clouds
277,lusaka,ZM,-15.4067,28.2871,75.47,21,0,9.22,clear sky
278,gat,IL,31.61,34.7642,92.39,100,0,13.53,clear sky
279,ugoofaaru,MV,5.6667,73.0,80.94,85,100,18.39,overcast clouds
280,pevek,RU,69.7008,170.3133,35.92,99,100,8.52,overcast clouds
281,isetskoye,RU,56.4858,65.3226,70.29,70,78,5.46,broken clouds
282,woodward,US,36.4337,-99.3904,84.96,45,0,20.71,clear sky
283,barra,BR,-11.0894,-43.1417,86.99,37,6,7.02,clear sky
284,westport,US,41.1415,-73.3579,89.46,63,42,1.99,scattered clouds
285,saint-andre-avellin,CA,45.7168,-75.066,77.97,63,1,6.46,clear sky
286,northam,GB,51.0333,-4.2167,68.67,45,13,11.95,few clouds
287,saldanha,ZA,-33.0117,17.9442,71.65,73,0,16.24,clear sky
288,yining,CN,29.0361,114.5636,81.73,73,3,3.49,clear sky
289,trairi,BR,-3.2778,-39.2689,86.76,48,6,15.05,clear sky
290,marystown,CA,47.1666,-55.1483,72.86,100,22,3.0,few clouds
291,tuy hoa,VN,13.0833,109.3,80.26,79,100,6.67,overcast clouds
292,key largo,US,25.0865,-80.4473,87.01,63,3,19.22,clear sky
293,solwezi,ZM,-12.1688,26.3894,78.04,22,0,7.9,clear sky
294,teknaf,BD,20.8624,92.3058,81.23,88,43,14.09,scattered clouds
295,hohhot,CN,40.8106,111.6522,71.89,94,0,2.24,clear sky
296,gejiu,CN,23.306,103.1635,57.87,98,99,4.14,overcast clouds
297,sable-sur-sarthe,FR,47.8376,-0.3329,82.98,14,1,14.16,clear sky
298,klaksvik,FO,62.2266,-6.589,52.72,99,100,13.73,light rain
299,snezhnogorsk,RU,69.1933,33.2531,53.38,98,100,9.89,light rain
300,mount gambier,AU,-37.8333,140.7667,47.86,93,91,6.02,overcast clouds
301,pozo colorado,PY,-23.4923,-58.7972,60.84,85,100,3.89,light rain
302,san jose,US,37.3394,-121.895,65.95,80,75,5.75,broken clouds
303,tiznit,MA,29.5833,-9.5,97.61,17,48,11.59,scattered clouds
304,somerset east,ZA,-32.7217,25.588,61.09,50,0,10.2,clear sky
305,saint-georges,GD,12.0564,-61.7485,85.68,74,40,11.5,scattered clouds
306,vostok,RU,46.4856,135.8833,62.65,97,32,4.88,scattered clouds
307,khartoum,SD,15.5518,32.5324,95.02,49,100,6.53,overcast clouds
308,hay river,CA,60.8156,-115.7999,58.98,72,100,12.66,overcast clouds
309,zhigansk,RU,66.7697,123.3711,50.31,99,100,6.49,overcast clouds
310,ust-koksa,RU,50.2696,85.6108,56.62,69,9,3.29,clear sky
311,nikolskoye,RU,59.7035,30.7861,67.91,85,100,10.49,heavy intensity rain
312,puerto del rosario,ES,28.5004,-13.8627,78.55,73,20,16.11,few clouds
313,alofi,NU,-19.0595,-169.9187,71.49,94,100,11.5,overcast clouds
314,ondangwa,NA,-17.9167,15.95,98.6,8,0,6.91,clear sky
315,danilovka,RU,50.3557,44.1168,86.05,25,11,13.96,few clouds
316,biak,ID,-0.9131,122.8766,75.09,86,100,4.72,overcast clouds
317,pindiga,NG,9.9833,10.9333,83.77,57,99,0.72,overcast clouds
318,camacha,PT,33.0833,-16.3333,72.82,64,40,11.5,scattered clouds
319,rawson,AR,-43.3002,-65.1023,45.27,75,98,13.85,overcast clouds
320,ballyshannon,IE,54.5,-8.1833,64.26,70,100,14.14,overcast clouds
321,liaoyang,CN,41.2719,123.1731,77.32,82,76,5.44,broken clouds
322,veselynove,UA,47.3567,31.2349,89.74,29,64,8.23,broken clouds
323,chauk,MM,20.8833,94.8167,85.21,68,70,11.54,broken clouds
324,longyearbyen,SJ,78.2186,15.6401,49.84,76,75,9.22,broken clouds
325,aligudarz,IR,33.4006,49.6949,89.78,17,64,9.57,broken clouds
326,leningradskiy,RU,69.3833,178.4167,34.83,94,98,1.12,overcast clouds
327,port-gentil,GA,-0.7193,8.7815,80.56,65,40,13.8,scattered clouds
328,phan thiet,VN,10.9333,108.1,78.31,85,100,10.63,light rain
329,san lazaro,BZ,18.0387,-88.6622,82.02,79,99,6.78,overcast clouds
330,exeter,GB,50.7236,-3.5275,76.84,37,0,8.05,clear sky
331,pouembout,NC,-21.1333,164.9,72.03,90,40,3.04,scattered clouds
332,kunming,CN,25.0389,102.7183,62.53,100,40,6.71,moderate rain
333,labuhan,ID,-6.8844,112.2051,78.44,77,91,4.27,overcast clouds
334,soreang,ID,-7.0331,107.5183,69.15,89,52,1.57,broken clouds
335,nouadhibou,MR,20.931,-17.0347,80.58,74,5,12.66,clear sky
336,luganville,VU,-15.5333,167.1667,77.2,86,84,4.97,broken clouds
337,voi,KE,-3.3945,38.563,75.51,48,81,16.51,broken clouds
338,mogadishu,SO,2.0371,45.3438,80.47,74,20,20.71,few clouds
339,havre-saint-pierre,CA,50.2334,-63.5986,66.56,72,0,8.05,clear sky
340,kisangani,CD,0.5167,25.2,78.93,80,100,1.5,light rain
341,fuzhou,CN,26.0614,119.3061,85.89,91,100,3.44,light rain
342,gladstone,AU,-23.85,151.25,64.33,88,100,3.44,light rain
343,wolsztyn,PL,52.1155,16.1171,77.99,34,67,4.0,broken clouds
344,kamina,CD,-8.7386,24.9906,85.26,20,6,7.14,clear sky
345,cockburn town,TC,21.4612,-71.1419,84.16,70,40,11.5,scattered clouds
346,hambantota,LK,6.1241,81.1185,80.94,83,20,6.91,few clouds
347,pijijiapan,MX,15.7011,-93.23,86.05,60,73,1.14,broken clouds
348,dubbo,AU,-32.25,148.6167,41.13,100,99,3.44,overcast clouds
349,ballina,AU,-28.8667,153.5667,55.44,65,0,9.22,clear sky
350,partizanskoye,RU,55.5006,94.39,54.57,71,78,2.64,broken clouds
351,shaowu,CN,27.3409,117.4831,76.96,94,100,5.35,overcast clouds
352,maunabo,PR,18.0072,-65.8993,87.93,75,93,15.84,overcast clouds
353,ambovombe,MG,-25.1667,46.0833,68.99,72,39,9.89,scattered clouds
354,harper,LR,4.375,-7.7169,78.96,63,60,9.35,broken clouds
355,merauke,ID,-8.4667,140.3333,76.14,92,100,10.04,overcast clouds
356,tura,IN,25.5198,90.2201,74.66,97,55,2.04,broken clouds
357,vanimo,PG,-2.6741,141.3028,77.18,85,98,2.21,overcast clouds
358,tuatapere,NZ,-46.1333,167.6833,44.53,94,67,8.66,light rain
359,half moon bay,US,37.4636,-122.4286,66.0,87,100,5.75,mist
360,gazli,UZ,40.1333,63.45,93.25,16,11,7.43,few clouds
361,saint-francois,FR,46.4154,3.9054,85.68,30,0,5.75,clear sky
362,bud,US,39.447,-86.1758,80.06,96,3,5.48,clear sky
363,hobyo,SO,5.3505,48.5268,77.95,75,50,29.26,scattered clouds
364,bakani,IN,24.2833,76.2333,84.63,73,70,5.28,light rain
365,manggar,ID,-2.8833,108.2667,79.7,79,100,5.95,overcast clouds
366,olenino,RU,56.2092,33.4889,76.41,62,99,5.41,overcast clouds
367,neuquen,AR,-38.9516,-68.0591,37.29,93,100,6.91,light rain
368,evansville,US,37.9748,-87.5558,85.19,78,0,5.75,clear sky
369,marsa matruh,EG,31.3525,27.2453,83.08,64,0,17.18,clear sky
370,havelock,US,34.8791,-76.9013,90.05,77,75,5.75,broken clouds
371,galesong,ID,-5.3166,119.3661,75.22,74,96,8.81,overcast clouds
372,babushkin,RU,51.7122,105.8647,51.48,85,13,8.1,few clouds
373,fukue,JP,32.6881,128.8419,82.85,87,27,9.93,scattered clouds
374,turochak,RU,52.2576,87.1224,57.61,80,0,2.26,clear sky
375,kutum,SD,14.2,24.6667,88.84,30,88,7.23,overcast clouds
376,athenry,IE,53.2964,-8.7431,63.99,65,100,12.3,overcast clouds
377,maralal,KE,1.0968,36.698,67.48,59,70,3.11,broken clouds
378,tahta,EG,26.7693,31.5021,102.51,14,7,16.55,clear sky
379,kharp,RU,66.8014,65.8081,65.32,67,100,6.42,overcast clouds
380,pacific grove,US,36.6177,-121.9166,63.01,89,100,4.61,overcast clouds
381,iqaluit,CA,63.7506,-68.5145,55.13,73,40,18.41,fog
382,azle,US,32.8951,-97.5459,87.94,59,20,11.5,few clouds
383,clyde river,CA,70.4692,-68.5914,41.23,81,100,14.97,overcast clouds
384,kathu,TH,7.9178,98.3332,82.22,77,100,9.64,overcast clouds
385,eastlake,US,41.6539,-81.4504,83.44,75,75,4.61,broken clouds
386,dicabisagan,PH,17.0818,122.4157,79.25,86,82,4.83,broken clouds
387,sinnamary,GF,5.3833,-52.95,85.98,60,39,7.81,scattered clouds
388,bengkulu,ID,-3.8004,102.2655,76.01,84,0,4.23,clear sky
389,le moule,GP,16.3332,-61.3473,87.84,100,100,4.0,overcast clouds
390,melo,UY,-32.3667,-54.1833,53.42,73,100,10.65,overcast clouds
391,wasilla,US,61.5814,-149.4394,51.06,95,100,6.91,overcast clouds
392,kostalexis,GR,38.8579,22.3646,94.05,30,63,8.99,broken clouds
393,delaware,US,39.0004,-75.4999,84.94,86,40,9.22,scattered clouds
394,sabang,ID,5.8933,95.3214,82.78,74,92,16.87,overcast clouds
395,mpika,ZM,-11.8343,31.4529,71.06,36,6,7.94,clear sky
396,knysna,ZA,-34.0363,23.0471,58.37,84,98,9.75,overcast clouds
397,estelle,US,29.8458,-90.1067,87.01,76,75,8.05,broken clouds
398,tarakan,ID,3.3,117.6333,80.1,78,75,3.44,broken clouds
399,anadyr,RU,64.75,177.4833,54.1,76,0,4.47,clear sky
400,bubaque,GW,11.2833,-15.8333,80.44,77,100,8.66,overcast clouds
401,sao paulo de olivenca,BR,-3.3783,-68.8725,80.73,86,82,1.39,broken clouds
402,coari,BR,-4.085,-63.1414,91.27,46,4,2.15,clear sky
403,lata,PT,40.1629,-8.3327,82.49,52,0,10.33,clear sky
404,hearst,CA,49.6835,-83.6665,71.85,75,100,10.42,overcast clouds
405,tasgaon,IN,17.0333,74.6,72.54,94,100,13.87,overcast clouds
406,doha,QA,25.2867,51.5333,109.71,48,2,9.22,clear sky
407,fairbanks,US,64.8378,-147.7164,51.76,90,100,5.75,light rain
408,meadow lake,US,34.8014,-106.5436,80.49,59,44,6.46,scattered clouds
409,tessalit,ML,20.1986,1.0114,104.83,17,64,7.49,broken clouds
410,alice springs,AU,-23.7,133.8833,40.55,56,0,0.0,clear sky
411,dunedin,NZ,-45.8742,170.5036,48.81,81,100,4.83,light rain
412,khani,GE,41.9563,42.9566,76.57,68,51,5.7,broken clouds
413,saransk,RU,54.1838,45.1749,76.96,53,59,8.25,broken clouds
414,plettenberg bay,ZA,-34.0527,23.3716,58.12,84,92,11.48,light rain
415,port moresby,PG,-9.4431,147.1797,76.42,94,0,3.44,clear sky
416,alyangula,AU,-13.8483,136.4192,73.58,89,2,7.4,clear sky
